Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Rating,Restaurant Review,Restaurant Address,District/Kecamatan,City,Province,Additional Info
Surabi Duren Sukasari,['Quick Bites'],"['Snacks', 'Makanan Jalanan']","['Asia', 'Sunda', 'Indonesia']",50000,3.8,24,"Jl. Sukasari III No. 29, Bogor Timur, Bogor",Bogor Timur,Bogor Kota,Jawa Barat,"['Desserts and Bakes', 'Tempat duduk di luar', 'Area Merokok', 'Prasmanan', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Restoran Ayam Jerit by Titi Kamal,['Quick Bites'],['Ayam'],['Indonesia'],80000,3.2,127,"Teras Benhil, Lantai 1, Jl. Bendungan Hilir Raya No. 34, Bendungan Hilir, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Hanya untuk reservasi meja', 'Di dalam ruangan', 'Ruang Sholat', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Soho Bistro,['Casual Dining'],['Kopi'],"['Eropa', 'Asia', 'Itali']",300000,3.1,21,"Wisma BNI 46, Lantai 2, Jl. Jenderal Sudirman, Sudirman, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Toko Kopi Satu,['Toko Minuman'],"['Kopi', 'Snacks', 'Minuman']",['No Region'],80000,3.4,16,"Jl. Sampit I No. 18, Blok M, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
The Cake House,['Toko Kue & Roti'],"['Desserts', 'Kue & Roti']",['Indonesia'],50000,3.7,36,"Jl. Raya Cinere, Blok D No. 9, Cinere, Depok",Cinere,Depok,Jawa Barat,"['Desserts and Bakes', 'Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Matamata Coffee,['Kafe'],"['Tea', 'Kopi', 'Minuman']",['No Region'],150000,3.8,37,"Jl. Boulevard Raya, Blok FV 1 No. 1, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Desserts and Bakes', 'Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Bakmi Ahong,['Kaki Lima'],['Bakmi'],['Indonesia'],60000,3.4,23,"Jl. Blandongan No. 74B, Gajah Mada, Jakarta",Tamansari,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Algorithm Coffee & Dessert,['Kafe'],"['Desserts', 'Kopi', 'Minuman']",['No Region'],100000,3.4,28,"Ruko Mendrisio 3, Blok B No. 19, Jl. BSD Raya Utama, Gading Serpong, Serpong Utara, Tangerang",Pagedangan,Tangerang Kabupaten,Banten,"['Wifi Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
Gigabites Cyber Cafe & Eatery,"['Quick Bites', 'Kafe']",['Kopi'],"['No Region', 'Barat', 'Indonesia']",100000,4.0,244,"Jl. Makaliwe Raya No. 39 B-C, Grogol, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Ramah untuk Anak', 'Desserts and Bakes', 'Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Cafe Zamrud,"['Quick Bites', 'Kafe']",['Kopi'],"['Timur Tengah', 'No Region']",150000,3.8,40,"Jl. Masjid II No. 10, Jatinegara, Jakarta",Jatinegara,Jakarta Timur,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Waroeng Pedes Sedep,['Quick Bites'],['Soto'],['Indonesia'],100000,3.6,31,"Jl. Raden Saleh Raya No. 45, Cikini, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Al-Tahrir Restaurant,['Casual Dining'],['Grill House'],['Timur Tengah'],330000,3.6,64,"Plaza Festival, Lantai Lower Ground, Jl. HR Rasuna Said, Kuningan, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Wifi Tersedia', 'Shisha']"
Coffeewar,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman']","['No Region', 'Indonesia']",160000,4.0,92,"Jl. Kemang Timur Raya No. 39CD, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Hanya Bir']"
Waroeng Ngariung,['Casual Dining'],['Kopi'],"['Sunda', 'Indonesia']",300000,3.9,51,"Jl. Batu Tulis No. 32, Bogor Selatan, Bogor",Bogor Selatan,Bogor Kota,Jawa Barat,"['Sarapan', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Keren Coffee,"['Casual Dining', 'Kafe']","['Tea', 'Kopi', 'Minuman']","['No Region', 'Barat']",180000,3.8,61,"Landmark Pluit, Tower C, Lantai Ground, Jl. Pluit Selatan Raya No. 16-17, Pluit, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Desserts and Bakes', 'Sarapan', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
The Square Restaurant - Novotel Hotel,['Casual Dining'],['Kopi'],['Barat'],300000,3.6,15,"Novotel Hotel, Tangcity Superblock, Jl. Jend. Sudirman No. 1, Kec. Tangerang, Tangerang",Tangerang,Tangerang Kota,Banten,"['Reservasi meja direkomendasikan', 'Tempat duduk di luar', 'Di dalam ruangan']"
MATANG,['Quick Bites'],['Kopi'],['Indonesia'],100000,3.8,40,"Jl. Kemang Timur Raya No. 98, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Babekyu Niku Buffet,['Casual Dining'],['Barbekyu'],['Jepang'],250000,2.8,16,"Grand Paragon Mall, Lantai LG, Jl. Gajah Mada No. 126, Gajah Mada, Jakarta",Tamansari,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
E.T. Bakery,['Toko Kue & Roti'],['Kue & Roti'],['No Region'],60000,3.7,26,"Jl. Mampang Prapatan Raya No. 42C, Mampang Prapatan, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Hanya Bawa Pulang', 'Desserts and Bakes']"
Bakmi Roxy,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",70000,3.7,81,"Jl. Margonda Raya No. 17, Beji, Depok",Beji,Depok,Jawa Barat,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Segoan The Dancing Rice,['Casual Dining'],['Kopi'],"['Jawa', 'Indonesia']",200000,3.8,111,"Jl. Lamandau IV No. 18, Blok M, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Wifi Tersedia']"
Kedai Popo,['Casual Dining'],"['Bakmi', 'Kopi']",['Indonesia'],120000,3.7,36,"Jl. Muara Karang Raya, Blok C2 Barat No. 118, Muara Karang, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Griya Oetami,['Quick Bites'],['Kopi'],['Jawa'],120000,3.4,21,"Jl. Raya Condet No. 7, Kramat Jati, Jakarta",Kramatjati,Jakarta Timur,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Bawa Pulang Tersedia']"
The Kim Palace,['Casual Dining'],['Kopi'],['Chinese'],300000,3.2,48,"Pluit Village Mall, Lantai 3, Jl. Pluit Indah No. 119, Pluit, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Brunch', 'Ruang Pribadi Tersedia', 'Sarapan', 'Hanya Wine dan Bir', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Makan Dengan Grup', 'Karaoke', 'Pilihan Vegan', 'Ramah Vegetarian', 'Wifi Tersedia', 'Buffet', 'Menu Makan Siang']"
Seroja,['Casual Dining'],['Kopi'],"['Peranakan', 'Indonesia']",100000,3.9,49,"Jl. Setiabudi 2 No. 499, Setiabudi, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Fleudelys Cafe Grill & Shabu-shabu,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Chinese', 'Indonesia', 'Barat']",100000,3.3,37,"Ruko Madison Square, SHC 1 No. 11, Jatisampurna, Bekasi",Gunung Putri,Bogor Kabupaten,Jawa Barat,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Cozy,['Quick Bites'],['Kopi'],"['Amerika', 'Indonesia', 'Asia']",120000,3.7,67,"Pondok Gede Plaza, Jl. Raya Pondok Gede, Pondok Gede, Bekasi",Pondok Gede,Bekasi Kota,Jawa Barat,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Kok Tong Kopi,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman']","['Peranakan', 'No Region']",110000,2.8,64,"Marketing Office PIK 2, Jl. Marina Indah Raya No. 1, Pantai Indah Kapuk, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Sop Ma' Idah Djakarta Soenda (Janda),['Quick Bites'],['Makanan Sehat'],"['Jawa', 'Indonesia']",70000,3.7,17,"Jl. Kalimalang Raya, Kalimalang, Jakarta 13450",Duren Sawit,Jakarta Timur,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ulana Bleu Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['Asia', 'No Region', 'Fusion', 'Itali']",400000,3.8,4,"Jl. Batu Ceper Raya No. 59, Pecenongan, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['Tempat duduk di luar', 'Hanya Wine dan Bir', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Menyediakan cocktail', 'Rooftop', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Warung Pojok,['Quick Bites'],['Kopi'],['Indonesia'],80000,3.7,16,"Apartemen Mediterania 2, Tower HJ, Jl. Tanjung Duren Raya, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kwetiau Akang Medan,['Quick Bites'],['Kopi'],"['Medan', 'Chinese']",80000,3.2,10,"Ruko Tol Boulevard, Jl Kapten Soebianto Djojohadikusumo, Blok F No. 17, Serpong, Tangerang",Serpong,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bros Burgers & Beers,['Quick Bites'],"['Makanan Cepat Saji', 'Burger', 'Minuman']",['Barat'],250000,3.8,27,"Jl. Taman Kemang 1 No. 6, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Area Merokok', 'Tempat duduk di luar', 'Di dalam ruangan']"
Soto & Sop Kaki Sapi H. Agus,['Kaki Lima'],"['Makanan Sehat', 'Meat', 'Soto']","['Indonesia', 'Betawi']",80000,3.8,31,"Jl. Barito I, Blok M, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Bawa Pulang Tersedia', 'Sarapan']"
Aping Chinese Food,['Quick Bites'],['Kopi'],['Chinese'],150000,3.3,9,"Ruko Central Green Ville, Jl. Mangga 1 No. 2C, Green Ville, Jakarta",Kebon Jeruk,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Puput,['Casual Dining'],['Kopi'],['Chinese'],150000,3.2,158,"Setiabudi One, Lantai 1, Jl. HR Rasuna Said, Setiabudi, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
Madame Mai,['Casual Dining'],['Makanan Sehat'],['Vietnam'],200000,4.2,252,"Pluit Village, Lantai Ground, Jl. Pluit Indah Raya, Pluit, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Fiordelatte Coffee,['Kafe'],"['Tea', 'Kopi', 'Minuman']",['No Region'],120000,3.5,11,"Pasar Delapan Alam Sutera, Blok RB No. 36, Jl. Alam Utama, Serpong Utara, Tangerang",Serpong Utara,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ramen 1,['Quick Bites'],"['Sushi', 'Ramen']",['Jepang'],120000,2.3,244,"Margo City, Lantai 1, Jl. Margonda Raya, Beji, Depok",Beji,Depok,Jawa Barat,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bunk Lounge - Hotel Pullman Jakarta Central Park,['Lounge'],['Kopi'],"['Indonesia', 'Barat']",500000,3.6,37,"Hotel Pullman Jakarta Central Park, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Alkohol Tersedia', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Kehidupan Malam', 'Wifi Tersedia']"
Indische Koffie,['Kafe'],['Kopi'],['Asia'],80000,3.5,29,"Jl. Bintaro Tengah Blok Y4 No. 1, Ciputat Timur, Tangerang",Ciputat Timur,Tangerang Selatan,Banten,"['Area Merokok', 'Wifi Tersedia', 'Di dalam ruangan']"
Asinan Ny. Isye,['Quick Bites'],['Kopi'],['Indonesia'],40000,3.5,38,"Jl. Kamboja 3 No.12, Rawamangun, Jakarta 13220",Pulogadung,Jakarta Timur,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Soto Jakarta Bang Madun,['Kaki Lima'],['Soto'],"['Indonesia', 'Betawi']",80000,3.5,25,"Jl. Barito 1, Blok M, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Spice Eatery,['Quick Bites'],['Kopi'],['Asia'],150000,4.0,58,"Ruko South Goldfinch, Jl. Boulevard Springs Gading Serpong, Blok B No. 21, Serpong Utara, Tangerang",Pagedangan,Tangerang Kabupaten,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Pesan Antar']"
Mantis Eatery,['Kafe'],['Kopi'],"['Indonesia', 'Asia']",180000,3.4,18,"Pondok Indah Plaza 2, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Nasi Uduk Ijo Teh Dede,['Quick Bites'],['Tea'],['Indonesia'],50000,3.2,47,"Jl. Galaxi Raya, Bekasi Selatan, Jakarta",Bekasi Selatan,Bekasi Kota,Jawa Barat,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Bubur Ayam Senopati,['Kaki Lima'],"['Ayam', 'Bubur', 'Makanan Jalanan']","['Asia', 'Indonesia']",30000,3.7,22,"Jl. Senopati Raya, Senopati, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Bawa Pulang Tersedia', 'Sarapan']"
Yole,['Dessert Parlor'],['Desserts'],['Indonesia'],100000,3.5,21,"Kota Kasablanka, Lantai Ground, Jl. Casablanca Raya, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
Bakul Bakul,['Casual Dining'],['Kopi'],"['Asia', 'Sunda', 'Indonesia']",220000,3.0,16,"Jl. Pakuan No. 14, Bogor Timur, Bogor",Bogor Timur,Bogor Kota,Jawa Barat,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Philocoffee,['Kafe'],"['Kopi', 'Minuman']",['No Region'],70000,3.8,18,"Jl. Pondok Labu I No. 10, Fatmawati, Jakarta",Cilandak,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia']"
Pecel Pincuk Godong Ijo,['Casual Dining'],['Kopi'],"['Jawa', 'Indonesia']",150000,3.7,36,"Jl. Taman Bintaro No. 7, Bintaro, Jakarta",Pesanggrahan,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Kyo Sushi,['Quick Bites'],['Sushi'],['Jepang'],150000,3.2,35,"Jl. Boulevard Raya Blok FW 1 No. 8, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Sky Lounge - Grand Mercure,['Lounge'],"['Hanya Minuman', 'Ayam']",['Indonesia'],500000,3.5,17,"Grand Mercure, Jl. Hayam Wuruk No. 36 - 37, Hayam Wuruk, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['Alkohol Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Bawa Pulang Tersedia', 'Kehidupan Malam', 'Wifi Tersedia']"
Gendhis Legi Resto,['Casual Dining'],['Kopi'],"['Jawa', 'Indonesia']",250000,2.5,7,"Jl. Pesona Paris Raya No. 63, Jatisampurna, Bekasi",Gunung Putri,Bogor Kabupaten,Jawa Barat,"['Parkir Gratis', 'Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Prasmanan', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Ramah Vegetarian']"
Toko Kopi Tuamuda,['Toko Minuman'],"['Kopi', 'Minuman', 'Kue & Roti']",['No Region'],70000,3.5,19,"Jl. Prof. DR. Satrio No. 235, Karet, Jakarta 12940",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Xing Zhuan,['Casual Dining'],['Dimsum'],['Chinese'],150000,3.4,10,"Jl. Boulevard Raya, Blok LA 6 No. 16, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Area Merokok', 'Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
Warung Jengkol,['Quick Bites'],['Kopi'],['Indonesia'],80000,3.7,38,"Jl. Balai Pustaka Raya No. 4, Rawamangun, Jakarta",Pulogadung,Jakarta Timur,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia']"
LET'S TOAST,['Quick Bites'],"['Minuman', 'Snacks']",['Indonesia'],50000,3.4,7,"Food Lab, Jl. Kapten Tendean No. 41, Mampang Prapatan, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
LongLife Vegetarian & Vegan,['Quick Bites'],['Makanan Sehat'],['Indonesia'],100000,3.5,17,"Ruko Pasar Modern Paramount, Jl. Kelapa Dua Raya, Blok D No. 9, Serpong Utara, Tangerang",Kelapa Dua,Tangerang Kabupaten,Banten,"['Sarapan', 'Di dalam ruangan', 'Pilihan Bebas Gluten', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Pilihan Vegan', 'Wifi Tersedia', 'Ramah Vegetarian']"
SABA,['Casual Dining'],['Kopi'],"['Barat', 'Asia']",150000,3.6,19,"AD Premier Building, Jl. TB Simatupang No. 5, Cilandak, Jakarta",Pasar Minggu,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Opa Suki,['Casual Dining'],['Seafood'],"['Indonesia', 'Chinese']",300000,3.8,77,"Pondok Indah Mall 2, Lantai Ground, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Reservasi meja direkomendasikan', 'Di dalam ruangan']"
Pondok Sate Kambing Muda H. Paijo,['Quick Bites'],"['Satay', 'Meat']","['Jawa', 'Indonesia']",150000,3.9,48,"Jl. Pondok Ranji Raya No. 10, Bintaro Sektor 3, Bintaro, Jakarta",Pondok Aren,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Syailendra Coffee Shop - Puri Mega Hotel,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat', 'Indonesia', 'Kontinental']",200000,3.1,8,"Puri Mega Hotel, Jl. Raya Pramuka No. 59, Cempaka Putih, Jakarta",Cempaka Putih,Jakarta Pusat,DKI Jakarta,"['Brunch', 'Sarapan', 'Di dalam ruangan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Warung Petualang,['Casual Dining'],['Kopi'],['Indonesia'],80000,3.7,98,"Jl. Tebet Barat Dalam No. 20, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Di dalam ruangan', 'Live Music', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Gandasari Seafood,['Quick Bites'],['Seafood'],['Asia'],80000,3.2,5,"Jl. Bugis No. 17, Tanjung Priok, Jakarta",Tanjung Priok,Jakarta Utara,DKI Jakarta,"['Tempat duduk di luar', 'Bawa Pulang Tersedia', 'Sarapan']"
Kopi Klinik,['Kafe'],"['Kopi', 'Snacks', 'Minuman']",['No Region'],70000,3.5,32,"Jl. Tebet Barat 1 No. 2, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Hua Shen,['Casual Dining'],['Kopi'],['Chinese'],300000,3.6,10,"THR Lokasari, Jl. Mangga Besar Raya, Mangga Besar, Jakarta",Tamansari,Jakarta Barat,DKI Jakarta,"['Hanya Wine dan Bir', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar']"
Stop & Go,['Quick Bites'],"['Jus', 'Makanan Sehat']",['Indonesia'],60000,3.5,6,"Jl. Akses UI No. 88, Beji, Depok",Cimanggis,Depok,Jawa Barat,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Che Hwa Vegetarian,['Quick Bites'],['Makanan Sehat'],['Chinese'],100000,3.9,25,"Ruko Robinson, Jl. Raya Jembatan 2, Penjaringan, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Ramah Vegetarian', 'Sarapan', 'Di dalam ruangan']"
Bar & Ber,"['Casual Dining', 'Bar']",['Kopi'],"['Jawa', 'Barat']",200000,2.6,50,"Jl. Swadaya Raya No. 337, Kalimalang, Jakarta",Duren Sawit,Jakarta Timur,DKI Jakarta,"['Di dalam ruangan', 'Hanya Wine dan Bir', 'Live Music', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Menyediakan cocktail', 'Bawa Pulang Tersedia', 'Kehidupan Malam', 'Wifi Tersedia']"
Takaramono,['Quick Bites'],"['Tea', 'Kopi']",['Jepang'],130000,3.5,31,"Ruko Paramount New Arcade, Blok C No. 8, Jl. Boulevard Raya, Serpong Utara, Tangerang 15810",Kelapa Dua,Tangerang Kabupaten,Banten,"['Pesan Antar', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Board Games', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Resto Tigapuluh,['Quick Bites'],['Kopi'],['Indonesia'],120000,3.6,43,"Jl. Tebet Barat Dalam No. 30, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Tempat duduk di luar', 'Pesan Antar']"
Fish Me,['Quick Bites'],['Seafood'],['Australian'],100000,3.9,92,"Ruko Modernwalk, Blok MW No. 36, Jl. Hartono Raya, Kec. Tangerang, Tangerang",Tangerang,Tangerang Kota,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Soto dan Sop Betawi Bang Nawi,['Quick Bites'],"['Makanan Sehat', 'Soto']","['Indonesia', 'Betawi']",100000,3.0,35,"Jl. Danau Agung II Blok E3 No. 9C, Sunter, Jakarta 14350",Tanjung Priok,Jakarta Utara,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Mie Keriting Luwes,['Quick Bites'],['Bakmi'],['Indonesia'],90000,3.3,69,"Jl. Kendal No.19A, Thamrin, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Bakso Daging Sapi Taman Solo,['Quick Bites'],"['Bakso', 'Meat']","['Jawa', 'Indonesia']",70000,4.2,141,"Jl. Cempaka Putih Raya No. 127, Cempaka Putih, Jakarta",Cempaka Putih,Jakarta Pusat,DKI Jakarta,"['Tempat duduk di luar', 'Area Merokok', 'Prasmanan', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Restaurant Karunia Baru,['Casual Dining'],['Makanan Sehat'],"['Asia', 'Indonesia']",150000,3.6,18,"Jl. Raya Pajajaran No. 50, Bogor Timur, Bogor",Bogor Timur,Bogor Kota,Jawa Barat,"['Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Ramah Vegetarian']"
Kedai Kopi Tjan,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Medan']",150000,2.9,31,"Ruko Asia Tropis, Blok AT17 No. 41, Jl. Harapan Indah, Medan Satria, Bekasi",Medan Satria,Bekasi Kota,Jawa Barat,"['Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
